id,case_id,rater_id,fold,rating,error-rating,q_ir,ai_probability_class_1,ai_predicted_class,rater_ai_disagreement,rating-confidence,case-difficulty,rater-expertise,d_probability_weighted,threshold_youden,d_probability_unweighted,TARGET,q_pred,d_pred_w,d_pred_u,ai_correct,rater_correct,q_correct,d_correct_w
304-9,304,9,1,1,1,0.1921164989471435,0.8078835010528564,1,0,4,4,4,0.21422769,0.486357569694519,0.07720099,0,0,0,0,0,0,0,0
304-10,304,10,1,1,1,0.1921164989471435,0.8078835010528564,1,0,3,3,4,0.044328094,0.486357569694519,0.017703848,0,0,0,0,0,0,0,0
304-11,304,11,1,1,1,0.1921164989471435,0.8078835010528564,1,0,4,3,4,0.109045185,0.486357569694519,0.046245817,0,0,0,0,0,0,0,0
304-12,304,12,1,0,0,0.8078835010528564,0.8078835010528564,1,1,2,2,4,0.21581851,0.486357569694519,0.108401805,0,1,0,0,0,1,0,1
305-0,305,0,1,0,0,0.7111951112747192,0.7111951112747192,1,1,4,2,4,0.49176407,0.486357569694519,0.21717717,0,1,0,0,0,1,0,1
305-1,305,1,1,0,0,0.7111951112747192,0.7111951112747192,1,1,4,2,4,0.47612098,0.486357569694519,0.1925365,0,1,0,0,0,1,0,1
305-2,305,2,1,0,0,0.7111951112747192,0.7111951112747192,1,1,4,3,4,0.3283485,0.486357569694519,0.13580729,0,1,0,0,0,1,0,1
305-3,305,3,1,0,0,0.7111951112747192,0.7111951112747192,1,1,4,2,4,0.32545137,0.486357569694519,0.14003381,0,1,0,0,0,1,0,1
305-4,305,4,1,0,0,0.7111951112747192,0.7111951112747192,1,1,5,2,3,0.122490615,0.486357569694519,0.057027634,0,1,0,0,0,1,0,1
305-5,305,5,1,0,0,0.7111951112747192,0.7111951112747192,1,1,4,3,3,0.21507037,0.486357569694519,0.0855653,0,1,0,0,0,1,0,1
305-6,305,6,1,0,0,0.7111951112747192,0.7111951112747192,1,1,4,3,2,0.15845098,0.486357569694519,0.06769503,0,1,0,0,0,1,0,1
305-7,305,7,1,0,0,0.7111951112747192,0.7111951112747192,1,1,4,3,2,0.30188277,0.486357569694519,0.11831304,0,1,0,0,0,1,0,1
305-8,305,8,1,0,0,0.7111951112747192,0.7111951112747192,1,1,3,3,2,0.1511819,0.486357569694519,0.06402977,0,1,0,0,0,1,0,1
305-9,305,9,1,0,0,0.7111951112747192,0.7111951112747192,1,1,4,3,4,0.512458,0.486357569694519,0.2058081,0,1,1,0,0,1,0,0
305-10,305,10,1,0,0,0.7111951112747192,0.7111951112747192,1,1,3,3,4,0.0578733,0.486357569694519,0.032889795,0,1,0,0,0,1,0,1
305-11,305,11,1,0,0,0.7111951112747192,0.7111951112747192,1,1,5,2,4,0.26108512,0.486357569694519,0.10651172,0,1,0,0,0,1,0,1
305-12,305,12,1,0,0,0.7111951112747192,0.7111951112747192,1,1,4,2,4,0.21493177,0.486357569694519,0.096945606,0,1,0,0,0,1,0,1
306-0,306,0,5,0,0,0.0390685498714447,0.0390685498714447,0,0,4,2,4,0.034126412,0.372329980134964,0.014404652,0,0,0,0,1,1,1,1
306-1,306,1,5,0,0,0.0390685498714447,0.0390685498714447,0,0,4,2,4,0.08970346,0.372329980134964,0.032136787,0,0,0,0,1,1,1,1
306-2,306,2,5,0,0,0.0390685498714447,0.0390685498714447,0,0,4,3,4,0.02131079,0.372329980134964,0.010242181,0,0,0,0,1,1,1,1
306-3,306,3,5,0,0,0.0390685498714447,0.0390685498714447,0,0,4,3,4,0.10681741,0.372329980134964,0.048115037,0,0,0,0,1,1,1,1
306-4,306,4,5,0,0,0.0390685498714447,0.0390685498714447,0,0,5,2,3,0.024655726,0.372329980134964,0.014808597,0,0,0,0,1,1,1,1
306-5,306,5,5,0,0,0.0390685498714447,0.0390685498714447,0,0,4,2,3,0.007851951,0.372329980134964,0.0051105595,0,0,0,0,1,1,1,1
306-6,306,6,5,0,0,0.0390685498714447,0.0390685498714447,0,0,4,3,2,0.10979805,0.372329980134964,0.053114448,0,0,0,0,1,1,1,1
306-7,306,7,5,0,0,0.0390685498714447,0.0390685498714447,0,0,4,2,2,0.08498552,0.372329980134964,0.0286802,0,0,0,0,1,1,1,1
306-8,306,8,5,0,0,0.0390685498714447,0.0390685498714447,0,0,3,3,2,0.037301682,0.372329980134964,0.0120015135,0,0,0,0,1,1,1,1
306-9,306,9,5,0,0,0.0390685498714447,0.0390685498714447,0,0,4,3,4,0.091617696,0.372329980134964,0.033104878,0,0,0,0,1,1,1,1
306-10,306,10,5,0,0,0.0390685498714447,0.0390685498714447,0,0,4,2,4,0.007849447,0.372329980134964,0.0057358537,0,0,0,0,1,1,1,1
306-11,306,11,5,0,0,0.0390685498714447,0.0390685498714447,0,0,5,3,4,0.019882986,0.372329980134964,0.009036901,0,0,0,0,1,1,1,1
306-12,306,12,5,0,0,0.0390685498714447,0.0390685498714447,0,0,4,2,4,0.07114249,0.372329980134964,0.02352946,0,0,0,0,1,1,1,1
307-0,307,0,3,0,1,0.5427058339118958,0.5427058339118958,1,1,4,2,4,0.22990203,0.4455930888652801,0.11167053,1,1,0,0,1,0,1,0
307-1,307,1,3,0,1,0.5427058339118958,0.5427058339118958,1,1,3,3,4,0.19754091,0.4455930888652801,0.091612376,1,1,0,0,1,0,1,0
307-2,307,2,3,1,0,0.4572941660881042,0.5427058339118958,1,0,3,3,4,0.05291671,0.4455930888652801,0.034606993,1,0,0,0,1,1,1,1
307-3,307,3,3,1,0,0.4572941660881042,0.5427058339118958,1,0,3,3,4,0.5549764,0.4455930888652801,0.29729715,1,0,1,0,1,1,1,0
307-4,307,4,3,1,0,0.4572941660881042,0.5427058339118958,1,0,5,3,3,0.055591907,0.4455930888652801,0.029518088,1,0,0,0,1,1,1,1
307-5,307,5,3,0,1,0.5427058339118958,0.5427058339118958,1,1,3,3,3,0.26642147,0.4455930888652801,0.16469203,1,1,0,0,1,0,1,0
307-6,307,6,3,1,0,0.4572941660881042,0.5427058339118958,1,0,4,3,2,0.040168162,0.4455930888652801,0.025939796,1,0,0,0,1,1,1,1
307-7,307,7,3,1,0,0.4572941660881042,0.5427058339118958,1,0,2,3,2,0.21045959,0.4455930888652801,0.13402168,1,0,0,0,1,1,1,1
307-8,307,8,3,1,0,0.4572941660881042,0.5427058339118958,1,0,2,3,2,0.066517934,0.4455930888652801,0.07063857,1,0,0,0,1,1,1,1
307-9,307,9,3,1,0,0.4572941660881042,0.5427058339118958,1,0,5,4,4,0.2007812,0.4455930888652801,0.101883605,1,0,0,0,1,1,1,1
307-10,307,10,3,0,1,0.5427058339118958,0.5427058339118958,1,1,3,3,4,0.042974,0.4455930888652801,0.030695163,1,1,0,0,1,0,1,0
307-11,307,11,3,1,0,0.4572941660881042,0.5427058339118958,1,0,3,3,4,0.06765928,0.4455930888652801,0.06521117,1,0,0,0,1,1,1,1
307-12,307,12,3,1,0,0.4572941660881042,0.5427058339118958,1,0,4,3,4,0.1573841,0.4455930888652801,0.088616185,1,0,0,0,1,1,1,1
308-0,308,0,3,0,0,0.0484879277646541,0.0484879277646541,0,0,4,2,4,0.14538637,0.4455930888652801,0.07088218,0,0,0,0,1,1,1,1
308-1,308,1,3,0,0,0.0484879277646541,0.0484879277646541,0,0,4,2,4,0.10936814,0.4455930888652801,0.045825347,0,0,0,0,1,1,1,1
308-2,308,2,3,0,0,0.0484879277646541,0.0484879277646541,0,0,3,3,4,0.039006803,0.4455930888652801,0.019491522,0,0,0,0,1,1,1,1
308-3,308,3,3,0,0,0.0484879277646541,0.0484879277646541,0,0,4,2,4,0.37463036,0.4455930888652801,0.14945945,0,0,0,0,1,1,1,1
308-4,308,4,3,0,0,0.0484879277646541,0.0484879277646541,0,0,5,2,3,0.03669154,0.4455930888652801,0.01484907,0,0,0,0,1,1,1,1
308-5,308,5,3,0,0,0.0484879277646541,0.0484879277646541,0,0,4,2,3,0.14603746,0.4455930888652801,0.07844925,0,0,0,0,1,1,1,1
308-6,308,6,3,0,0,0.0484879277646541,0.0484879277646541,0,0,4,3,2,0.029457582,0.4455930888652801,0.014681262,0,0,0,0,1,1,1,1
308-7,308,7,3,0,0,0.0484879277646541,0.0484879277646541,0,0,4,2,2,0.090895556,0.4455930888652801,0.040715314,0,0,0,0,1,1,1,1
308-8,308,8,3,0,0,0.0484879277646541,0.0484879277646541,0,0,3,3,2,0.033464972,0.4455930888652801,0.023609817,0,0,0,0,1,1,1,1
308-9,308,9,3,1,1,0.951512072235346,0.0484879277646541,0,1,4,4,4,0.2707065,0.4455930888652801,0.13063926,0,1,0,0,1,0,1,0
308-10,308,10,3,0,0,0.0484879277646541,0.0484879277646541,0,0,4,1,4,0.030479252,0.4455930888652801,0.016498307,0,0,0,0,1,1,1,1
308-11,308,11,3,0,0,0.0484879277646541,0.0484879277646541,0,0,5,2,4,0.02774616,0.4455930888652801,0.025948629,0,0,0,0,1,1,1,1
308-12,308,12,3,0,0,0.0484879277646541,0.0484879277646541,0,0,4,2,4,0.10111602,0.4455930888652801,0.044878174,0,0,0,0,1,1,1,1
309-0,309,0,2,0,1,0.9225709438323976,0.9225709438323976,1,1,4,2,4,0.2848169,0.4492360949516296,0.13438188,1,1,0,0,1,0,1,0
309-1,309,1,2,1,0,0.0774290561676024,0.9225709438323976,1,0,5,4,4,0.119902045,0.4492360949516296,0.051846348,1,0,0,0,1,1,1,1
309-2,309,2,2,1,0,0.0774290561676024,0.9225709438323976,1,0,4,4,4,0.24488877,0.4492360949516296,0.10187041,1,0,0,0,1,1,1,1
309-3,309,3,2,1,0,0.0774290561676024,0.9225709438323976,1,0,3,3,4,0.2819619,0.4492360949516296,0.10798612,1,0,0,0,1,1,1,1
309-4,309,4,2,1,0,0.0774290561676024,0.9225709438323976,1,0,4,4,3,0.054294873,0.4492360949516296,0.028606549,1,0,0,0,1,1,1,1
309-5,309,5,2,1,0,0.0774290561676024,0.9225709438323976,1,0,4,3,3,0.07027666,0.4492360949516296,0.043565158,1,0,0,0,1,1,1,1
309-6,309,6,2,1,0,0.0774290561676024,0.9225709438323976,1,0,4,3,2,0.03834855,0.4492360949516296,0.016911551,1,0,0,0,1,1,1,1
309-7,309,7,2,1,0,0.0774290561676024,0.9225709438323976,1,0,3,3,2,0.07015959,0.4492360949516296,0.03362293,1,0,0,0,1,1,1,1
309-8,309,8,2,1,0,0.0774290561676024,0.9225709438323976,1,0,2,3,2,0.27434042,0.4492360949516296,0.11861238,1,0,0,0,1,1,1,1
309-9,309,9,2,1,0,0.0774290561676024,0.9225709438323976,1,0,5,3,4,0.23612508,0.4492360949516296,0.09312689,1,0,0,0,1,1,1,1
309-10,309,10,2,1,0,0.0774290561676024,0.9225709438323976,1,0,4,3,4,0.0257391,0.4492360949516296,0.011469391,1,0,0,0,1,1,1,1
309-11,309,11,2,1,0,0.0774290561676024,0.9225709438323976,1,0,4,3,4,0.026247386,0.4492360949516296,0.011581615,1,0,0,0,1,1,1,1
309-12,309,12,2,1,0,0.0774290561676024,0.9225709438323976,1,0,4,3,4,0.09097391,0.4492360949516296,0.03456796,1,0,0,0,1,1,1,1
310-0,310,0,5,1,0,0.9962804247625172,0.0037195752374827,0,1,3,4,4,0.43228772,0.372329980134964,0.33757108,1,1,0,0,0,1,0,1
310-1,310,1,5,0,1,0.0037195752374827,0.0037195752374827,0,0,3,4,4,0.07431127,0.372329980134964,0.02834075,1,0,0,0,0,0,0,0
310-2,310,2,5,1,0,0.9962804247625172,0.0037195752374827,0,1,3,3,4,0.29348895,0.372329980134964,0.22570175,1,1,0,0,0,1,0,1
310-3,310,3,5,0,1,0.0037195752374827,0.0037195752374827,0,0,2,4,4,0.07472549,0.372329980134964,0.041228056,1,0,0,0,0,0,0,0
310-4,310,4,5,1,0,0.9962804247625172,0.0037195752374827,0,1,5,3,3,0.34618044,0.372329980134964,0.31080946,1,1,0,0,0,1,0,1
310-5,310,5,5,1,0,0.9962804247625172,0.0037195752374827,0,1,3,4,3,0.041532725,0.372329980134964,0.06463991,1,1,0,0,0,1,0,1
310-6,310,6,5,1,0,0.9962804247625172,0.0037195752374827,0,1,3,4,2,0.7539461,0.372329980134964,0.6255395,1,1,1,1,0,1,0,0
310-7,310,7,5,0,1,0.0037195752374827,0.0037195752374827,0,0,2,3,2,0.05818345,0.372329980134964,0.028666768,1,0,0,0,0,0,0,0
310-8,310,8,5,1,0,0.9962804247625172,0.0037195752374827,0,1,2,4,2,0.5047482,0.372329980134964,0.3195424,1,1,1,0,0,1,0,0
310-9,310,9,5,1,0,0.9962804247625172,0.0037195752374827,0,1,4,4,4,0.64407486,0.372329980134964,0.47301129,1,1,1,0,0,1,0,0
310-10,310,10,5,0,1,0.0037195752374827,0.0037195752374827,0,0,3,4,4,0.005468582,0.372329980134964,0.004846431,1,0,0,0,0,0,0,0
310-11,310,11,5,0,1,0.0037195752374827,0.0037195752374827,0,0,4,3,4,0.012265879,0.372329980134964,0.0072663575,1,0,0,0,0,0,0,0
310-12,310,12,5,1,0,0.9962804247625172,0.0037195752374827,0,1,2,3,4,0.6746268,0.372329980134964,0.46258384,1,1,1,0,0,1,0,0
311-0,311,0,2,0,0,0.0069602513685822,0.0069602513685822,0,0,3,3,4,0.026075236,0.4492360949516296,0.013044791,0,0,0,0,1,1,1,1
311-1,311,1,2,0,0,0.0069602513685822,0.0069602513685822,0,0,4,3,4,0.03403982,0.4492360949516296,0.018370919,0,0,0,0,1,1,1,1
311-2,311,2,2,1,1,0.9930397486314178,0.0069602513685822,0,1,4,3,4,0.84326136,0.4492360949516296,0.708695,0,1,1,1,1,0,1,1
311-3,311,3,2,0,0,0.0069602513685822,0.0069602513685822,0,0,4,3,4,0.06508291,0.4492360949516296,0.025901705,0,0,0,0,1,1,1,1
311-4,311,4,2,0,0,0.0069602513685822,0.0069602513685822,0,0,5,2,3,0.009593686,0.4492360949516296,0.0059258,0,0,0,0,1,1,1,1
311-5,311,5,2,0,0,0.0069602513685822,0.0069602513685822,0,0,4,2,3,0.011859294,0.4492360949516296,0.009812786,0,0,0,0,1,1,1,1
311-6,311,6,2,0,0,0.0069602513685822,0.0069602513685822,0,0,4,3,2,0.009367729,0.4492360949516296,0.0046036686,0,0,0,0,1,1,1,1
311-7,311,7,2,0,0,0.0069602513685822,0.0069602513685822,0,0,3,3,2,0.014192026,0.4492360949516296,0.008024146,0,0,0,0,1,1,1,1
311-8,311,8,2,0,0,0.0069602513685822,0.0069602513685822,0,0,3,3,2,0.06808972,0.4492360949516296,0.026920896,0,0,0,0,1,1,1,1
311-9,311,9,2,0,0,0.0069602513685822,0.0069602513685822,0,0,5,3,4,0.05854879,0.4492360949516296,0.02393503,0,0,0,0,1,1,1,1
311-10,311,10,2,0,0,0.0069602513685822,0.0069602513685822,0,0,4,2,4,0.0050277244,0.4492360949516296,0.0028904933,0,0,0,0,1,1,1,1
311-11,311,11,2,0,0,0.0069602513685822,0.0069602513685822,0,0,5,2,4,0.0049859234,0.4492360949516296,0.0027153548,0,0,0,0,1,1,1,1
311-12,311,12,2,0,0,0.0069602513685822,0.0069602513685822,0,0,4,3,4,0.018968066,0.4492360949516296,0.008812363,0,0,0,0,1,1,1,1
312-0,312,0,3,0,0,0.294883668422699,0.294883668422699,0,0,3,3,4,0.24735041,0.4455930888652801,0.13319573,0,0,0,0,1,1,1,1
312-1,312,1,3,0,0,0.294883668422699,0.294883668422699,0,0,4,2,4,0.1593705,0.4455930888652801,0.07570868,0,0,0,0,1,1,1,1
312-2,312,2,3,0,0,0.294883668422699,0.294883668422699,0,0,4,3,4,0.041788343,0.4455930888652801,0.023576166,0,0,0,0,1,1,1,1
312-3,312,3,3,0,0,0.294883668422699,0.294883668422699,0,0,4,3,4,0.49242872,0.4455930888652801,0.2340213,0,0,0,0,1,1,1,1
312-4,312,4,3,0,0,0.294883668422699,0.294883668422699,0,0,5,3,3,0.05737646,0.4455930888652801,0.026003668,0,0,0,0,1,1,1,1
312-5,312,5,3,0,0,0.294883668422699,0.294883668422699,0,0,4,2,3,0.21688566,0.4455930888652801,0.12851869,0,0,0,0,1,1,1,1
312-6,312,6,3,0,0,0.294883668422699,0.294883668422699,0,0,4,3,2,0.038111042,0.4455930888652801,0.020724708,0,0,0,0,1,1,1,1
312-7,312,7,3,0,0,0.294883668422699,0.294883668422699,0,0,3,3,2,0.16511478,0.4455930888652801,0.07601092,0,0,0,0,1,1,1,1
312-8,312,8,3,0,0,0.294883668422699,0.294883668422699,0,0,2,3,2,0.066802084,0.4455930888652801,0.05231141,0,0,0,0,1,1,1,1
312-9,312,9,3,0,0,0.294883668422699,0.294883668422699,0,0,5,3,4,0.20631765,0.4455930888652801,0.09461837,0,0,0,0,1,1,1,1
312-10,312,10,3,0,0,0.294883668422699,0.294883668422699,0,0,4,2,4,0.035541784,0.4455930888652801,0.026079476,0,0,0,0,1,1,1,1
312-11,312,11,3,0,0,0.294883668422699,0.294883668422699,0,0,5,2,4,0.04127977,0.4455930888652801,0.04059626,0,0,0,0,1,1,1,1
312-12,312,12,3,0,0,0.294883668422699,0.294883668422699,0,0,4,3,4,0.1498219,0.4455930888652801,0.074574284,0,0,0,0,1,1,1,1
313-0,313,0,4,1,0,0.0502886176109313,0.9497113823890686,1,0,4,3,4,0.08083471,0.5368138551712036,0.024125773,1,0,0,0,1,1,1,1
313-1,313,1,4,1,0,0.0502886176109313,0.9497113823890686,1,0,5,2,4,0.08119648,0.5368138551712036,0.027155982,1,0,0,0,1,1,1,1
313-2,313,2,4,1,0,0.0502886176109313,0.9497113823890686,1,0,4,3,4,0.31525752,0.5368138551712036,0.0892996,1,0,0,0,1,1,1,1
313-3,313,3,4,1,0,0.0502886176109313,0.9497113823890686,1,0,3,3,4,0.23760626,0.5368138551712036,0.063411884,1,0,0,0,1,1,1,1
313-4,313,4,4,1,0,0.0502886176109313,0.9497113823890686,1,0,5,2,3,0.03254308,0.5368138551712036,0.013247495,1,0,0,0,1,1,1,1
313-5,313,5,4,1,0,0.0502886176109313,0.9497113823890686,1,0,4,3,3,0.046067934,0.5368138551712036,0.021422021,1,0,0,0,1,1,1,1
313-6,313,6,4,1,0,0.0502886176109313,0.9497113823890686,1,0,4,4,2,0.09895522,0.5368138551712036,0.031196618,1,0,0,0,1,1,1,1
313-7,313,7,4,1,0,0.0502886176109313,0.9497113823890686,1,0,3,2,2,0.08739612,0.5368138551712036,0.032839946,1,0,0,0,1,1,1,1
313-8,313,8,4,1,0,0.0502886176109313,0.9497113823890686,1,0,3,3,2,0.1559787,0.5368138551712036,0.050066862,1,0,0,0,1,1,1,1
313-9,313,9,4,1,0,0.0502886176109313,0.9497113823890686,1,0,5,3,4,0.19698386,0.5368138551712036,0.06752391,1,0,0,0,1,1,1,1
313-10,313,10,4,1,0,0.0502886176109313,0.9497113823890686,1,0,3,3,4,0.051625736,0.5368138551712036,0.015274127,1,0,0,0,1,1,1,1
313-11,313,11,4,1,0,0.0502886176109313,0.9497113823890686,1,0,5,2,4,0.09127085,0.5368138551712036,0.030900557,1,0,0,0,1,1,1,1
313-12,313,12,4,1,0,0.0502886176109313,0.9497113823890686,1,0,5,3,4,0.099088244,0.5368138551712036,0.031109052,1,0,0,0,1,1,1,1
314-0,314,0,1,0,1,0.8750064373016357,0.8750064373016357,1,1,4,3,4,0.6036984,0.486357569694519,0.32721123,1,1,1,0,1,0,1,1
314-1,314,1,1,0,1,0.8750064373016357,0.8750064373016357,1,1,3,3,4,0.66234106,0.486357569694519,0.35232267,1,1,1,0,1,0,1,1
314-2,314,2,1,0,1,0.8750064373016357,0.8750064373016357,1,1,4,2,4,0.3949499,0.486357569694519,0.18320559,1,1,0,0,1,0,1,0
314-3,314,3,1,0,1,0.8750064373016357,0.8750064373016357,1,1,3,3,4,0.4777583,0.486357569694519,0.24696213,1,1,0,0,1,0,1,0
314-4,314,4,1,0,1,0.8750064373016357,0.8750064373016357,1,1,5,4,3,0.19113056,0.486357569694519,0.09463671,1,1,0,0,1,0,1,0
314-5,314,5,1,0,1,0.8750064373016357,0.8750064373016357,1,1,4,2,3,0.27178803,0.486357569694519,0.11781917,1,1,0,0,1,0,1,0
314-6,314,6,1,1,0,0.1249935626983642,0.8750064373016357,1,0,4,2,2,0.038053766,0.486357569694519,0.01403898,1,0,0,0,1,1,1,1
314-7,314,7,1,0,1,0.8750064373016357,0.8750064373016357,1,1,3,3,2,0.40409172,0.486357569694519,0.18071032,1,1,0,0,1,0,1,0
314-8,314,8,1,0,1,0.8750064373016357,0.8750064373016357,1,1,3,3,2,0.21708596,0.486357569694519,0.101165496,1,1,0,0,1,0,1,0
314-9,314,9,1,0,1,0.8750064373016357,0.8750064373016357,1,1,4,3,4,0.60714054,0.486357569694519,0.30245537,1,1,1,0,1,0,1,1
314-10,314,10,1,1,0,0.1249935626983642,0.8750064373016357,1,0,4,2,4,0.029095491,0.486357569694519,0.010720558,1,0,0,0,1,1,1,1
314-11,314,11,1,0,1,0.8750064373016357,0.8750064373016357,1,1,5,3,4,0.34216624,0.486357569694519,0.15915646,1,1,0,0,1,0,1,0
314-12,314,12,1,1,0,0.1249935626983642,0.8750064373016357,1,0,4,3,4,0.058102846,0.486357569694519,0.02395113,1,0,0,0,1,1,1,1
315-0,315,0,2,1,0,0.0074586868286131,0.9925413131713868,1,0,4,4,4,0.016828908,0.4492360949516296,0.0099248905,1,0,0,0,1,1,1,1
315-1,315,1,2,1,0,0.0074586868286131,0.9925413131713868,1,0,4,4,4,0.023416394,0.4492360949516296,0.015258806,1,0,0,0,1,1,1,1
315-2,315,2,2,1,0,0.0074586868286131,0.9925413131713868,1,0,3,4,4,0.0441174,0.4492360949516296,0.023576947,1,0,0,0,1,1,1,1
315-3,315,3,2,1,0,0.0074586868286131,0.9925413131713868,1,0,1,4,4,0.050457228,0.4492360949516296,0.023974117,1,0,0,0,1,1,1,1
315-4,315,4,2,1,0,0.0074586868286131,0.9925413131713868,1,0,5,4,3,0.0071794954,0.4492360949516296,0.004756184,1,0,0,0,1,1,1,1
315-5,315,5,2,1,0,0.0074586868286131,0.9925413131713868,1,0,4,3,3,0.008919132,0.4492360949516296,0.008177531,1,0,0,0,1,1,1,1
315-6,315,6,2,1,0,0.0074586868286131,0.9925413131713868,1,0,3,4,2,0.0075830165,0.4492360949516296,0.0039948407,1,0,0,0,1,1,1,1
315-7,315,7,2,1,0,0.0074586868286131,0.9925413131713868,1,0,3,3,2,0.009891781,0.4492360949516296,0.0064400514,1,0,0,0,1,1,1,1
315-8,315,8,2,1,0,0.0074586868286131,0.9925413131713868,1,0,3,4,2,0.051603187,0.4492360949516296,0.02770073,1,0,0,0,1,1,1,1
315-9,315,9,2,1,0,0.0074586868286131,0.9925413131713868,1,0,5,3,4,0.046800736,0.4492360949516296,0.022739226,1,0,0,0,1,1,1,1
315-10,315,10,2,1,0,0.0074586868286131,0.9925413131713868,1,0,4,3,4,0.0039271037,0.4492360949516296,0.0024423166,1,0,0,0,1,1,1,1
315-11,315,11,2,1,0,0.0074586868286131,0.9925413131713868,1,0,2,4,4,0.0050006686,0.4492360949516296,0.0030415836,1,0,0,0,1,1,1,1
315-12,315,12,2,1,0,0.0074586868286131,0.9925413131713868,1,0,4,4,4,0.012875403,0.4492360949516296,0.0070682415,1,0,0,0,1,1,1,1
316-0,316,0,2,1,0,0.0543222427368164,0.9456777572631836,1,0,4,3,4,0.08757136,0.4492360949516296,0.029947003,1,0,0,0,1,1,1,1
316-1,316,1,2,1,0,0.0543222427368164,0.9456777572631836,1,0,4,4,4,0.13315322,0.4492360949516296,0.050577823,1,0,0,0,1,1,1,1
316-2,316,2,2,1,0,0.0543222427368164,0.9456777572631836,1,0,4,3,4,0.18523067,0.4492360949516296,0.06466415,1,0,0,0,1,1,1,1
316-3,316,3,2,1,0,0.0543222427368164,0.9456777572631836,1,0,4,2,4,0.19400345,0.4492360949516296,0.060700774,1,0,0,0,1,1,1,1
316-4,316,4,2,1,0,0.0543222427368164,0.9456777572631836,1,0,5,3,3,0.030453743,0.4492360949516296,0.012439458,1,0,0,0,1,1,1,1
316-5,316,5,2,1,0,0.0543222427368164,0.9456777572631836,1,0,4,3,3,0.05133851,0.4492360949516296,0.026949693,1,0,0,0,1,1,1,1
316-6,316,6,2,1,0,0.0543222427368164,0.9456777572631836,1,0,4,3,2,0.030040722,0.4492360949516296,0.010811796,1,0,0,0,1,1,1,1
316-7,316,7,2,1,0,0.0543222427368164,0.9456777572631836,1,0,3,3,2,0.051251203,0.4492360949516296,0.020206643,1,0,0,0,1,1,1,1
316-8,316,8,2,1,0,0.0543222427368164,0.9456777572631836,1,0,3,3,2,0.20121287,0.4492360949516296,0.062932156,1,0,0,0,1,1,1,1
316-9,316,9,2,1,0,0.0543222427368164,0.9456777572631836,1,0,5,3,4,0.18411678,0.4492360949516296,0.061054215,1,0,0,0,1,1,1,1
316-10,316,10,2,1,0,0.0543222427368164,0.9456777572631836,1,0,4,2,4,0.01860298,0.4492360949516296,0.0072352597,1,0,0,0,1,1,1,1
316-11,316,11,2,1,0,0.0543222427368164,0.9456777572631836,1,0,5,2,4,0.015199766,0.4492360949516296,0.005768401,1,0,0,0,1,1,1,1
316-12,316,12,2,1,0,0.0543222427368164,0.9456777572631836,1,0,5,3,4,0.056228336,0.4492360949516296,0.016568802,1,0,0,0,1,1,1,1
317-0,317,0,1,1,0,0.1359865665435791,0.8640134334564209,1,0,4,3,4,0.147801,0.486357569694519,0.055203836,1,0,0,0,1,1,1,1
317-1,317,1,1,1,0,0.1359865665435791,0.8640134334564209,1,0,4,4,4,0.12727025,0.486357569694519,0.053656537,1,0,0,0,1,1,1,1
317-2,317,2,1,1,0,0.1359865665435791,0.8640134334564209,1,0,4,3,4,0.06966418,0.486357569694519,0.030421294,1,0,0,0,1,1,1,1
317-3,317,3,1,1,0,0.1359865665435791,0.8640134334564209,1,0,4,3,4,0.0884652,0.486357569694519,0.034798793,1,0,0,0,1,1,1,1
317-4,317,4,1,1,0,0.1359865665435791,0.8640134334564209,1,0,5,4,3,0.024817275,0.486357569694519,0.01398091,1,0,0,0,1,1,1,1
317-5,317,5,1,1,0,0.1359865665435791,0.8640134334564209,1,0,4,3,3,0.0397799,0.486357569694519,0.018553918,1,0,0,0,1,1,1,1
317-6,317,6,1,1,0,0.1359865665435791,0.8640134334564209,1,0,4,3,2,0.038441457,0.486357569694519,0.01486661,1,0,0,0,1,1,1,1
317-7,317,7,1,1,0,0.1359865665435791,0.8640134334564209,1,0,3,3,2,0.06139733,0.486357569694519,0.026265299,1,0,0,0,1,1,1,1
317-8,317,8,1,1,0,0.1359865665435791,0.8640134334564209,1,0,3,3,2,0.0363428,0.486357569694519,0.013920733,1,0,0,0,1,1,1,1
317-9,317,9,1,1,0,0.1359865665435791,0.8640134334564209,1,0,4,3,4,0.13408117,0.486357569694519,0.05093975,1,0,0,0,1,1,1,1
317-10,317,10,1,1,0,0.1359865665435791,0.8640134334564209,1,0,3,3,4,0.029031092,0.486357569694519,0.011320754,1,0,0,0,1,1,1,1
317-11,317,11,1,1,0,0.1359865665435791,0.8640134334564209,1,0,5,2,4,0.061174918,0.486357569694519,0.028434636,1,0,0,0,1,1,1,1
317-12,317,12,1,1,0,0.1359865665435791,0.8640134334564209,1,0,4,3,4,0.056332387,0.486357569694519,0.02395113,1,0,0,0,1,1,1,1
318-0,318,0,1,0,0,0.6327856779098511,0.6327856779098511,1,1,4,2,4,0.4782423,0.486357569694519,0.2226502,0,1,0,0,0,1,0,1
318-1,318,1,1,0,0,0.6327856779098511,0.6327856779098511,1,1,5,2,4,0.42998442,0.486357569694519,0.17709868,0,1,0,0,0,1,0,1
318-2,318,2,1,0,0,0.6327856779098511,0.6327856779098511,1,1,3,3,4,0.35555917,0.486357569694519,0.16283096,0,1,0,0,0,1,0,1
